transaction_id,customer_id,transaction_date,online_order,order_status,list_price,standard_cost,product_first_sold_date,product_id
61,1839,2017-02-24,False,Approved,12.01,7.21,34244.0,17
62,1824,2017-12-18,True,Approved,1311.44,1167.18,33888.0,6
63,368,2017-12-17,False,Approved,1403.5,954.82,42688.0,5
64,2000,2017-07-08,False,Approved,499.53,388.72,39031.0,41
65,825,2017-05-16,True,Approved,1216.14,1082.36,42696.0,16
66,3315,2017-02-23,True,Approved,235.63,125.07,36367.0,22
67,75,2017-07-03,True,Approved,71.49,53.62,41245.0,31
68,1498,2017-09-30,True,Approved,1129.13,677.48,38258.0,2
69,1612,2017-10-21,True,Approved,2091.47,388.92,41167.0,40
70,2192,2017-05-06,True,Approved,499.53,388.72,36334.0,41
71,419,2017-01-03,False,Approved,1292.84,13.44,39915.0,45
72,3307,2017-05-09,True,Approved,1769.64,108.76,40672.0,45
73,2430,2017-07-23,False,Approved,60.34,45.26,34165.0,45
74,1506,2017-01-21,True,Approved,183.86,137.9,35707.0,22
75,1346,2017-06-20,False,Approved,912.52,141.4,42295.0,22
76,927,2017-03-10,False,Approved,60.34,45.26,33552.0,45
77,763,2017-06-02,False,Approved,175.89,131.92,37668.0,46
78,2397,2017-11-07,False,Approved,1073.07,933.84,36145.0,23
79,102,2017-09-12,True,Approved,1179.0,707.4,35667.0,2
80,2884,2017-12-16,False,Approved,958.74,748.9,38693.0,14
81,759,2017-10-07,True,Approved,792.9,594.68,33879.0,1
82,773,2017-04-27,True,Approved,1071.23,380.74,40670.0,30
83,3398,2017-04-01,True,Approved,235.63,125.07,37626.0,22
84,3297,2017-11-02,True,Approved,1311.44,1167.18,33888.0,6
85,2434,2017-02-13,True,Approved,290.62,215.14,38339.0,37
86,1861,2017-07-19,False,Approved,1403.5,954.82,38258.0,5
87,1233,2017-05-23,False,Approved,499.53,388.72,33455.0,41
88,1390,2017-08-06,False,Approved,752.64,205.36,34079.0,45
89,2682,2017-04-04,True,Approved,12.01,7.21,40303.0,17
90,439,2017-08-15,True,Approved,478.16,298.72,34143.0,31
91,1579,2017-04-15,True,Approved,1024.66,614.8,35160.0,28
92,2984,2017-07-25,True,Approved,1945.43,333.18,36668.0,31
93,3470,2017-11-28,True,Approved,1311.44,1167.18,36498.0,6
94,1,2017-12-23,False,Approved,235.63,125.07,38482.0,22
95,757,2017-02-26,False,Approved,441.49,84.99,34071.0,31
96,1778,2017-02-21,False,Approved,1403.5,954.82,40649.0,5
97,211,2017-05-31,True,Approved,1073.07,933.84,38339.0,23
98,333,2017-06-23,True,Approved,533.51,400.13,37823.0,37
99,32,2017-03-26,False,Approved,569.56,528.43,37874.0,4
100,119,2017-07-31,False,Approved,478.16,298.72,36146.0,31
101,2347,2017-07-27,False,Approved,1148.64,689.18,42226.0,12
102,2353,2017-04-14,False,Approved,1129.13,677.48,40649.0,2
103,788,2017-11-12,False,Approved,1311.44,1167.18,33888.0,6
104,1468,2017-09-12,False,Approved,1765.3,709.48,38193.0,4
105,821,2017-10-26,False,Approved,1362.99,57.74,41434.0,47
106,2489,2017-02-15,False,Approved,495.72,297.43,42105.0,38
107,2710,2017-12-22,False,Approved,1555.58,818.01,37873.0,15
108,947,2017-10-11,True,Approved,1992.93,762.63,34115.0,45
109,1335,2017-03-27,True,Approved,1812.75,582.48,38991.0,4
110,1076,2017-11-04,False,Approved,945.04,507.58,35052.0,29
111,3320,2017-06-11,True,Approved,71.16,56.93,42172.0,21
112,779,2017-10-09,False,Approved,792.9,594.68,33879.0,1
113,3296,2017-06-07,True,Approved,358.39,215.03,33364.0,38
114,455,2017-10-24,True,Approved,1873.97,863.95,37873.0,7
115,1779,2017-05-01,False,Approved,642.31,513.85,38482.0,44
116,2703,2017-11-21,True,Approved,360.4,270.3,40553.0,15
117,806,2017-03-24,False,Approved,1810.0,1610.9,34071.0,19
118,22,2017-03-21,False,Approved,1775.81,1580.47,40303.0,42
119,1591,2017-02-20,False,Approved,1469.44,596.55,38647.0,40
120,678,2017-06-16,False,Approved,495.72,297.43,42105.0,38
121,50,2017-12-04,False,Approved,1538.99,829.65,33888.0,1
122,1038,2017-12-01,True,Approved,1777.8,820.78,34115.0,24
123,1453,2017-03-05,True,Approved,752.64,205.36,42218.0,45
124,1339,2017-03-21,False,Approved,795.34,101.58,35470.0,22
125,3382,2017-01-03,True,Approved,575.27,431.45,41345.0,31
126,773,2017-04-01,False,Approved,795.34,101.58,37823.0,22
127,2503,2017-03-16,True,Approved,290.62,215.14,38482.0,37
128,1057,2017-02-26,False,Approved,1538.99,829.65,42404.0,1
129,1397,2017-06-05,False,Approved,175.89,131.92,42295.0,46
130,2134,2017-09-04,False,Approved,1769.64,108.76,40672.0,45
131,2403,2017-01-18,True,Approved,1172.78,1043.77,37539.0,43
132,1937,2017-09-28,False,Approved,1231.15,161.6,38216.0,45
133,1282,2017-09-02,True,Approved,1065.03,230.09,37539.0,45
134,2183,2017-05-09,False,Approved,1765.3,709.48,33429.0,4
135,1788,2017-10-17,False,Approved,792.9,594.68,38859.0,1
136,1170,2017-04-25,True,Approved,1807.45,778.69,42105.0,45
138,1940,2017-08-02,False,Approved,1065.03,230.09,36833.0,45
139,2073,2017-03-25,False,Cancelled,1179.0,707.4,36833.0,2
140,462,2017-01-01,False,Approved,1274.93,764.96,42560.0,2
141,2728,2017-12-22,False,Approved,1945.43,333.18,37499.0,31
142,2053,2017-12-25,False,Approved,1289.85,74.51,41064.0,29
143,2135,2017-01-26,True,Approved,1977.36,1759.85,41047.0,3
144,1217,2017-12-20,False,Approved,1890.39,260.14,33259.0,47
145,2992,2017-06-07,True,Approved,980.37,234.43,38693.0,34
146,3261,2017-04-06,True,Approved,416.98,312.74,35560.0,25
147,2748,2017-04-25,True,Approved,544.05,376.84,38647.0,11
148,3262,2017-01-13,False,Approved,1386.84,1234.29,37838.0,42
149,788,2017-03-21,False,Approved,1362.99,57.74,34079.0,47
150,3067,2017-11-21,True,Approved,742.54,667.4,34586.0,18
151,701,2017-11-11,False,Approved,230.91,173.18,37698.0,5
152,648,2017-10-16,False,Approved,1415.01,1259.36,36833.0,46
153,3286,2017-08-19,True,Approved,1793.43,248.82,36361.0,21
154,3383,2017-04-06,True,Approved,2091.47,388.92,40784.0,40
155,982,2017-11-04,True,Approved,688.63,612.88,42404.0,8
156,676,2017-08-22,True,Approved,1842.92,1105.75,37873.0,27
157,385,2017-09-15,True,Approved,748.17,448.9,42105.0,28
158,1229,2017-03-01,True,Approved,175.89,131.92,39915.0,46
159,3232,2017-08-16,False,Approved,1466.68,363.25,41345.0,48
161,2381,2017-07-10,False,Approved,792.9,594.68,42105.0,1
162,371,2017-12-11,False,Approved,1765.3,709.48,38193.0,4
163,2519,2017-05-20,True,Approved,1073.07,933.84,42226.0,23
164,2264,2017-07-30,False,Approved,1024.66,614.8,35378.0,28
165,2637,2017-10-25,True,Approved,2091.47,388.92,38573.0,40
166,3262,2017-11-27,False,Approved,1765.3,709.48,38193.0,4
167,3177,2017-04-26,True,Approved,363.01,290.41,38482.0,14
168,2267,2017-02-02,False,Approved,1179.0,707.4,35667.0,2
169,456,2017-05-02,False,Approved,202.62,151.96,38002.0,30
170,404,2017-10-16,True,Approved,227.88,136.73,37838.0,20
171,3121,2017-10-22,False,Approved,1036.59,206.35,33364.0,11
172,2365,2017-04-11,True,Approved,1894.19,598.76,33259.0,36
173,2528,2017-11-16,False,Approved,1036.59,206.35,33364.0,11
174,3151,2017-12-17,False,Approved,1466.68,363.25,34586.0,48
175,3241,2017-12-23,False,Approved,1538.99,829.65,42696.0,1
176,1335,2017-03-30,True,Approved,1228.07,400.91,37873.0,45
177,2234,2017-04-13,False,Approved,363.01,290.41,38482.0,14
178,3226,2017-07-25,True,Approved,183.86,137.9,35707.0,22
179,1365,2017-01-31,False,Approved,478.16,298.72,34143.0,31
180,3349,2017-03-18,True,Approved,1775.81,1580.47,40303.0,42
181,1002,2017-02-24,False,Approved,1024.66,614.8,40670.0,28
182,2282,2017-02-18,False,Approved,1661.92,1479.11,41345.0,13
183,2656,2017-01-07,False,Approved,1289.85,74.51,41064.0,29
184,2409,2017-07-05,True,Approved,1842.92,1105.75,34996.0,27
185,1711,2017-11-19,False,Approved,642.31,513.85,38193.0,44
186,2582,2017-11-08,True,Approved,1024.66,614.8,35378.0,28
187,1005,2017-07-24,True,Approved,1873.97,863.95,37873.0,7
188,1597,2017-01-15,True,Approved,2091.47,388.92,41167.0,40
189,2713,2017-01-12,True,Approved,183.86,137.9,34143.0,22
190,1435,2017-11-27,True,Approved,1793.43,248.82,40672.0,21
191,1477,2017-06-30,True,Approved,774.53,464.72,39526.0,9
192,1614,2017-07-15,True,Approved,230.91,173.18,39031.0,5
193,1254,2017-06-22,True,Approved,1231.15,161.6,39880.0,45
194,1423,2017-05-02,False,Approved,1538.99,829.65,40553.0,1
195,276,2017-12-27,False,Approved,586.45,521.94,33429.0,16
196,1315,2017-12-21,True,Approved,12.01,7.21,36334.0,17
197,591,2017-05-23,True,Approved,441.49,84.99,34071.0,31
198,1017,2017-02-02,False,Approved,1762.96,950.52,41848.0,45
199,2123,2017-06-08,False,Approved,1311.44,1167.18,33888.0,6
200,2889,2017-04-15,True,Approved,1890.39,260.14,34143.0,47
201,3208,2017-09-05,True,Approved,533.51,400.13,41064.0,37
202,2406,2017-02-26,True,Approved,688.63,612.88,39031.0,8
203,2041,2017-07-29,False,Approved,544.05,376.84,38647.0,11
204,1598,2017-07-03,True,Approved,586.45,521.94,33429.0,16
205,1842,2017-05-27,True,Approved,912.52,141.4,42295.0,22
206,141,2017-05-05,False,Approved,1129.13,677.48,38573.0,2
207,1321,2017-09-09,False,Approved,1635.3,993.66,41434.0,4
208,183,2017-05-21,False,Approved,2005.66,1203.4,41009.0,20
209,2591,2017-09-22,False,Approved,1415.01,1259.36,37626.0,46
210,3356,2017-04-12,True,Approved,1483.2,99.59,33879.0,31
211,766,2017-05-07,True,Approved,1458.17,874.9,38750.0,20
212,1596,2017-01-13,False,Approved,1469.44,596.55,38647.0,40
213,520,2017-12-14,False,Approved,1148.64,689.18,42226.0,12
214,868,2017-03-22,True,Approved,1289.85,74.51,41009.0,29
215,2999,2017-09-30,False,Approved,1765.3,709.48,42226.0,4
216,352,2017-11-29,True,Approved,360.4,270.3,42710.0,15
217,1140,2017-06-09,False,Approved,1873.97,863.95,38193.0,7
218,621,2017-04-21,False,Approved,1894.19,598.76,37823.0,36
219,3307,2017-11-13,False,Approved,590.26,525.33,40487.0,0
220,1502,2017-04-09,True,Approved,1466.68,363.25,41345.0,48
221,936,2017-05-08,False,Approved,1403.5,954.82,42688.0,5
222,939,2017-07-08,True,Approved,1703.52,1516.13,40649.0,26
223,2698,2017-11-30,False,Approved,590.26,525.33,40487.0,0
224,579,2017-04-25,True,Approved,792.9,594.68,33879.0,1
225,2036,2017-03-30,True,Approved,1292.84,13.44,39915.0,45
226,3077,2017-03-10,False,Approved,1703.52,1516.13,34079.0,26
227,369,2017-03-16,True,Approved,235.63,125.07,38482.0,22
228,821,2017-04-04,True,Approved,1163.89,589.27,41345.0,31
229,2687,2017-03-13,True,Approved,574.64,459.71,40784.0,33
230,681,2017-12-23,True,Approved,235.63,125.07,41434.0,22
231,37,2017-08-12,True,Approved,1793.43,248.82,36361.0,21
232,3002,2017-08-04,False,Approved,748.17,448.9,36361.0,28
233,396,2017-09-01,False,Approved,1890.39,260.14,33259.0,47
234,550,2017-09-01,True,Approved,1842.92,1105.75,34996.0,27
235,1605,2017-07-02,False,Approved,1240.31,795.1,40553.0,10
236,2325,2017-08-31,True,Approved,1311.44,1167.18,37698.0,6
237,1420,2017-03-11,True,Approved,688.63,612.88,34244.0,8
238,3099,2017-10-08,False,Approved,1231.15,161.6,34586.0,45
239,1645,2017-10-01,True,Approved,71.16,56.93,42145.0,21
240,546,2017-11-23,False,Approved,1071.23,380.74,33552.0,30
241,2885,2017-03-27,True,Approved,235.63,125.07,37626.0,22
242,2740,2017-12-04,False,Approved,1890.39,260.14,36146.0,47
243,3166,2017-11-13,True,Approved,1483.2,99.59,36146.0,31
244,3487,2017-12-20,True,Approved,1992.93,762.63,34115.0,45
245,2890,2017-09-22,True,Approved,1311.44,1167.18,40336.0,6
246,3370,2017-01-22,False,Approved,795.34,101.58,42172.0,22
247,3393,2017-01-29,True,Approved,958.74,748.9,39880.0,14
248,2410,2017-07-21,False,Approved,1890.39,260.14,34143.0,47
249,3466,2017-02-10,True,Approved,71.16,56.93,42172.0,21
250,1454,2017-11-25,False,Cancelled,1762.96,950.52,35470.0,45
251,1967,2017-04-11,True,Approved,1483.2,99.59,42145.0,31
252,3089,2017-12-03,False,Approved,1765.3,709.48,41533.0,4
253,3123,2017-12-30,False,Approved,590.26,525.33,40487.0,0
254,2692,2017-07-26,False,Approved,1071.23,380.74,36334.0,30
255,2801,2017-04-01,True,Cancelled,544.05,376.84,38647.0,11
256,1580,2017-10-22,True,Approved,1577.53,826.51,40618.0,31
257,352,2017-03-22,False,Approved,1807.45,778.69,42145.0,45
258,1777,2017-06-15,True,Approved,533.51,400.13,41064.0,37
259,142,2017-07-06,True,Approved,1179.0,707.4,35667.0,2
260,3393,2017-12-28,False,Approved,230.91,173.18,40618.0,5
261,599,2017-05-09,False,Approved,1024.66,614.8,39880.0,28
262,1258,2017-01-18,False,Approved,100.35,75.26,36367.0,31
263,3405,2017-10-22,True,Approved,795.34,101.58,36668.0,22
264,3198,2017-01-30,False,Approved,1577.53,826.51,34170.0,31
265,834,2017-06-26,False,Approved,1775.81,1580.47,40303.0,42
266,3467,2017-11-07,True,Approved,1769.64,108.76,40672.0,45
267,3436,2017-08-13,True,Approved,792.9,594.68,41922.0,1
268,1516,2017-08-27,False,Approved,1636.9,44.71,40410.0,22
269,2833,2017-01-25,True,Approved,1274.93,764.96,41345.0,2
270,2362,2017-02-13,False,Approved,71.49,53.62,38573.0,31
271,2337,2017-07-11,False,Approved,499.53,388.72,36334.0,41
272,2149,2017-04-30,True,Approved,358.39,215.03,38002.0,38
273,2133,2017-05-19,False,Approved,1151.96,649.49,35470.0,31
274,360,2017-05-26,True,Approved,227.88,136.73,41701.0,20
275,2969,2017-02-03,True,Approved,642.31,513.85,41922.0,44
276,1720,2017-04-28,False,Approved,575.27,431.45,34244.0,31
277,2904,2017-03-23,False,Approved,1148.64,689.18,36145.0,12
278,754,2017-06-03,False,Approved,742.54,667.4,33549.0,18
279,1826,2017-04-25,False,Approved,1403.5,954.82,42688.0,5
280,2487,2017-04-08,False,Approved,1065.03,230.09,42458.0,45
281,2815,2017-02-18,False,Approved,1458.17,874.9,38750.0,20
282,541,2017-05-04,False,Approved,1403.5,954.82,38258.0,5
283,302,2017-03-29,False,Approved,1661.92,1479.11,34586.0,13
284,2024,2017-10-03,True,Approved,1769.64,108.76,41064.0,45
285,142,2017-07-27,True,Approved,1762.96,950.52,41848.0,45
286,768,2017-08-07,True,Approved,183.86,137.9,34170.0,22
287,2147,2017-02-07,True,Approved,1289.85,74.51,41064.0,29
288,529,2017-11-20,True,Approved,945.04,507.58,38750.0,29
289,825,2017-02-23,False,Approved,1163.89,589.27,34586.0,31
290,624,2017-04-05,True,Approved,1894.19,598.76,34170.0,36
291,2302,2017-11-07,False,Approved,1577.53,826.51,40672.0,31
292,3380,2017-10-28,False,Approved,1977.36,1759.85,42172.0,3
293,314,2017-11-19,False,Approved,227.88,136.73,39298.0,20
294,1079,2017-08-25,True,Approved,1555.58,818.01,37873.0,15
295,1643,2017-01-20,True,Approved,1274.93,764.96,39298.0,2
296,1524,2017-03-14,True,Approved,100.35,75.26,37874.0,31
297,3205,2017-04-14,True,Approved,575.27,431.45,41345.0,31
298,2860,2017-11-20,True,Approved,1024.66,614.8,35378.0,28
299,772,2017-05-24,False,Approved,1163.89,589.27,42560.0,31
300,323,2017-03-25,True,Approved,1129.13,677.48,38216.0,2
301,2530,2017-03-24,True,Approved,1765.3,709.48,35455.0,4
302,2426,2017-03-17,True,Approved,1810.0,1610.9,36498.0,19
303,1883,2017-11-18,False,Approved,1762.96,950.52,41848.0,45
304,2745,2017-04-07,False,Approved,1231.15,161.6,42560.0,45
305,2819,2017-01-04,False,Approved,1240.31,795.1,40553.0,10
306,792,2017-12-13,False,Approved,2005.66,1203.4,42295.0,20
307,923,2017-04-20,False,Approved,1403.5,954.82,42688.0,5
308,3353,2017-07-21,False,Approved,980.37,234.43,38258.0,34
309,3394,2017-11-27,False,Approved,1636.9,44.71,40410.0,22
310,3213,2017-10-21,False,Approved,1873.97,863.95,38193.0,7
311,3260,2017-03-07,False,Approved,1769.64,108.76,40672.0,45
312,1015,2017-12-04,False,Approved,1403.5,954.82,42688.0,5
313,2266,2017-01-25,False,Approved,1151.96,649.49,36498.0,31
314,58,2017-08-20,True,Approved,227.88,136.73,39298.0,20
315,3118,2017-12-18,True,Approved,1894.19,598.76,37823.0,36
316,1414,2017-08-01,False,Approved,478.16,298.72,42105.0,31
317,2202,2017-06-19,True,Approved,363.01,290.41,36367.0,14
318,2144,2017-05-31,True,Approved,642.7,211.37,33888.0,5
319,1033,2017-10-09,True,Approved,1807.45,778.69,37499.0,45
320,2157,2017-06-20,True,Approved,958.74,748.9,38693.0,14
321,1097,2017-01-23,False,Approved,945.04,507.58,39526.0,29
322,2757,2017-04-19,False,Approved,1231.15,161.6,38216.0,45
323,87,2017-11-08,True,Approved,544.05,376.84,38647.0,11
324,2049,2017-10-11,False,Approved,1636.9,44.71,40410.0,22
325,952,2017-11-14,True,Approved,478.16,298.72,33879.0,31
326,1745,2017-01-20,False,Approved,1894.19,598.76,34143.0,36
327,40,2017-05-09,True,Approved,1403.5,954.82,42688.0,5
328,372,2017-10-17,True,Approved,358.39,215.03,33364.0,38
329,1627,2017-08-11,True,Approved,1555.58,818.01,37873.0,15
330,444,2017-11-15,False,Approved,1403.5,954.82,41167.0,5
331,217,2017-05-23,False,Approved,586.45,521.94,33429.0,16
332,1656,2017-08-02,True,Approved,1842.92,1105.75,38859.0,27
333,485,2017-12-16,True,Approved,1280.28,829.51,37220.0,18
334,2252,2017-02-21,False,Approved,774.53,464.72,36361.0,9
335,3103,2017-11-01,False,Approved,569.56,528.43,37874.0,4
336,506,2017-10-05,True,Approved,1894.19,598.76,37823.0,36
337,1615,2017-10-30,True,Approved,1148.64,689.18,41533.0,12
338,1881,2017-01-02,True,Approved,642.7,211.37,37698.0,5
339,2903,2017-12-04,True,Approved,1807.45,778.69,37499.0,45
340,1274,2017-12-16,False,Approved,533.51,400.13,41064.0,37
341,1443,2017-08-27,False,Approved,1403.5,954.82,38573.0,5
342,2091,2017-03-14,False,Approved,1777.8,820.78,40670.0,24
343,1478,2017-03-11,True,Approved,586.45,521.94,33429.0,16
344,1493,2017-07-09,False,Approved,1311.44,1167.18,33888.0,6
345,1614,2017-03-21,False,Approved,792.9,594.68,33879.0,1
346,476,2017-07-19,False,Approved,1762.96,950.52,41848.0,45
347,1777,2017-04-12,True,Approved,1661.92,1479.11,34586.0,13
348,940,2017-08-11,False,Approved,1458.17,874.9,38750.0,20
349,2930,2017-10-20,True,Approved,1036.59,206.35,33364.0,11
350,2354,2017-10-26,True,Approved,499.53,388.72,36334.0,41
351,1582,2017-06-15,False,Approved,1061.56,733.58,34170.0,30
352,416,2017-06-19,False,Approved,774.53,464.72,35052.0,9
353,1013,2017-04-20,True,Approved,1148.64,689.18,42226.0,12
354,533,2017-11-14,False,Approved,2083.94,675.03,41533.0,32
355,968,2017-03-22,True,Approved,1538.99,829.65,34115.0,1
356,727,2017-07-09,True,Approved,1198.46,381.1,36145.0,15
357,1160,2017-04-13,False,Approved,1240.31,795.1,40553.0,10
358,3425,2017-12-06,True,Approved,227.88,136.73,33549.0,20
359,1614,2017-11-10,True,Approved,1945.43,333.18,37499.0,31
360,2140,2017-04-26,True,Approved,1240.31,795.1,40553.0,10
361,2589,2017-01-31,False,Approved,1292.84,13.44,39915.0,45
362,2920,2017-09-22,True,Approved,980.37,234.43,41701.0,34
363,62,2017-08-14,True,Approved,1945.43,333.18,37499.0,31
364,1112,2017-09-13,False,Approved,642.7,211.37,37337.0,5
365,1995,2017-05-03,True,Approved,1812.75,582.48,39427.0,4
366,1965,2017-08-22,False,Approved,1216.14,1082.36,42696.0,16
368,366,2017-01-24,True,Approved,2005.66,1203.4,41009.0,20
369,2682,2017-07-29,False,Approved,1179.0,707.4,41434.0,2
370,2993,2017-08-03,True,Approved,1765.3,709.48,38193.0,4
371,1887,2017-08-28,False,Approved,1769.64,108.76,40672.0,45
372,1692,2017-08-16,True,Approved,183.86,137.9,41047.0,22
373,1927,2017-06-24,False,Approved,1403.5,954.82,41167.0,5
374,2567,2017-03-07,False,Approved,958.74,748.9,38693.0,14
375,3276,2017-07-05,True,Approved,1362.99,57.74,34079.0,47
376,1808,2017-02-09,False,Approved,478.16,298.72,41245.0,31
377,2368,2017-10-17,False,Approved,980.37,234.43,38258.0,34
378,470,2017-10-27,False,Approved,795.34,101.58,35470.0,22
379,3270,2017-03-03,False,Approved,1775.81,1580.47,42404.0,42
380,1683,2017-08-20,True,Approved,2091.47,388.92,41167.0,40
381,880,2017-09-18,True,Approved,1842.92,1105.75,34996.0,27
382,309,2017-12-02,True,Approved,2083.94,675.03,42218.0,32
383,1698,2017-11-28,True,Approved,1812.75,582.48,40672.0,4
384,1434,2017-08-28,False,Approved,1071.23,380.74,35160.0,30
385,2712,2017-05-14,False,Approved,1894.19,598.76,34143.0,36
386,892,2017-10-01,False,Approved,1163.89,589.27,38693.0,31
387,832,2017-10-15,True,Approved,1036.59,206.35,33364.0,11
388,1033,2017-05-03,True,Approved,1057.51,154.4,40336.0,39
389,2834,2017-02-15,True,Approved,1024.66,614.8,35378.0,28
390,3015,2017-01-04,False,Approved,1555.58,818.01,39298.0,15
391,3484,2017-10-12,False,Approved,774.53,464.72,35707.0,9
392,2775,2017-03-19,False,Approved,742.54,667.4,41701.0,18
393,1208,2017-08-30,True,Approved,912.52,141.4,42295.0,22
394,2109,2017-06-29,False,Approved,1280.28,829.51,35707.0,18
395,3195,2017-10-12,True,Approved,1151.96,649.49,36498.0,31
396,3366,2017-06-27,True,Approved,1198.46,381.1,36833.0,15
397,2492,2017-02-27,False,Approved,1292.84,13.44,39915.0,45
398,389,2017-03-12,True,Approved,227.88,136.73,37838.0,20
399,1306,2017-12-18,True,Approved,2083.94,675.03,38206.0,32
400,552,2017-07-24,True,Approved,71.49,53.62,37659.0,31
401,3009,2017-05-05,False,Approved,1538.99,829.65,33455.0,1
402,2925,2017-06-14,False,Approved,1198.46,381.1,34079.0,15
403,140,2017-02-17,False,Approved,1386.84,1234.29,37838.0,42
404,209,2017-09-14,True,Approved,544.05,376.84,39298.0,11
405,225,2017-06-19,False,Approved,642.31,513.85,41922.0,44
406,1595,2017-04-17,False,Approved,358.39,215.03,38002.0,38
408,769,2017-12-11,False,Approved,575.27,431.45,38339.0,31
409,1282,2017-05-08,False,Approved,688.63,612.88,40670.0,8
410,2377,2017-03-07,False,Approved,1538.99,829.65,40553.0,1
411,3355,2017-12-30,False,Approved,478.16,298.72,34143.0,31
412,2350,2017-05-11,True,Approved,1775.81,1580.47,34115.0,42
413,720,2017-09-09,False,Approved,1977.36,1759.85,41848.0,3
414,3249,2017-02-02,True,Approved,1807.45,778.69,34115.0,45
415,2939,2017-10-01,True,Approved,642.31,513.85,33429.0,44
416,1035,2017-11-03,True,Approved,1024.66,614.8,42404.0,28
417,492,2017-10-02,False,Approved,1945.43,333.18,37499.0,31
418,3100,2017-12-10,True,Approved,1812.75,582.48,40336.0,4
419,1586,2017-04-19,False,Approved,1231.15,161.6,38216.0,45
